Frequency_Hz,PSD
-5791015.625,1.390895176e-08
-5786132.812,1.361821156e-08
-5781250,1.361815197e-08
-5776367.188,1.390304946e-08
-5771484.375,1.393741114e-08
-5766601.562,1.392552406e-08
-5761718.75,1.38331748e-08
-5756835.938,1.393742398e-08
-5751953.125,1.393763956e-08
-5747070.312,1.407262753e-08
-5742187.5,1.400867645e-08
-5737304.688,1.404628017e-08
-5732421.875,1.383090146e-08
-5727539.062,1.39800784e-08
-5722656.25,1.384535751e-08
-5717773.438,1.416082882e-08
-5712890.625,1.412281604e-08
-5708007.812,1.403259436e-08
-5703125,1.39848786e-08
-5698242.188,1.420164184e-08
-5693359.375,1.399476183e-08
-5688476.562,1.387833234e-08
-5683593.75,1.403172748e-08
-5678710.938,1.386788273e-08
-5673828.125,1.392734648e-08
-5668945.312,1.400981766e-08
-5664062.5,1.40719863e-08
-5659179.688,1.40037219e-08
-5654296.875,1.391234432e-08
-5649414.062,1.414421919e-08
-5644531.25,1.376027377e-08
-5639648.438,1.352778192e-08
-5634765.625,1.378414522e-08
-5629882.812,1.374768969e-08
-5625000,1.346878783e-08
-5620117.188,1.388666073e-08
-5615234.375,1.3929235e-08
-5610351.562,1.362965525e-08
-5605468.75,1.376676357e-08
-5600585.938,1.406144557e-08
-5595703.125,1.378501523e-08
-5590820.312,1.375884224e-08
-5585937.5,1.364086301e-08
-5581054.688,1.358574267e-08
-5576171.875,1.385404414e-08
-5571289.062,1.37479965e-08
-5566406.25,1.378193757e-08
-5561523.438,1.359463976e-08
-5556640.625,1.365733411e-08
-5551757.812,1.370435677e-08
-5546875,1.359458039e-08
-5541992.188,1.353673243e-08
-5537109.375,1.366081272e-08
-5532226.562,1.402833198e-08
-5527343.75,1.373338738e-08
-5522460.938,1.38624096e-08
-5517578.125,1.397477484e-08
-5512695.312,1.384419306e-08
-5507812.5,1.375296952e-08
-5502929.688,1.384991738e-08
-5498046.875,1.36848321e-08
-5493164.062,1.398147557e-08
-5488281.25,1.396482765e-08
-5483398.438,1.398890979e-08
-5478515.625,1.377411221e-08
-5473632.812,1.387252412e-08
-5468750,1.407276598e-08
-5463867.188,1.419129656e-08
-5458984.375,1.40190207e-08
-5454101.562,1.369729073e-08
-5449218.75,1.382118272e-08
-5444335.938,1.396172481e-08
-5439453.125,1.382926793e-08
-5434570.312,1.358118333e-08
-5429687.5,1.367869438e-08
-5424804.688,1.384893813e-08
-5419921.875,1.379580757e-08
-5415039.062,1.375013875e-08
-5410156.25,1.423897271e-08
-5405273.438,1.393758496e-08
-5400390.625,1.364906466e-08
-5395507.812,1.350160127e-08
-5390625,1.415223735e-08
-5385742.188,1.441443779e-08
-5380859.375,1.400360799e-08
-5375976.562,1.395232663e-08
-5371093.75,1.386632149e-08
-5366210.938,1.373046685e-08
-5361328.125,1.388961811e-08
-5356445.312,1.402904852e-08
-5351562.5,1.412113961e-08
-5346679.688,1.397439987e-08
-5341796.875,1.381660814e-08
-5336914.062,1.394515093e-08
-5332031.25,1.452091671e-08
-5327148.438,1.414776141e-08
-5322265.625,1.407678881e-08
-5317382.812,1.404778641e-08
-5312500,1.405951051e-08
-5307617.188,1.413895643e-08
-5302734.375,1.41895128e-08
-5297851.562,1.447856653e-08
-5292968.75,1.420580497e-08
-5288085.938,1.446631627e-08
-5283203.125,1.447117063e-08
-5278320.312,1.421465218e-08
-5273437.5,1.403416898e-08
-5268554.688,1.408410397e-08
-5263671.875,1.418266169e-08
-5258789.062,1.41164116e-08
-5253906.25,1.415402687e-08
-5249023.438,1.374597825e-08
-5244140.625,1.389984678e-08
-5239257.812,1.393889996e-08
-5234375,1.404394722e-08
-5229492.188,1.377959817e-08
-5224609.375,1.35504612e-08
-5219726.562,1.39912451e-08
-5214843.75,1.391389007e-08
-5209960.938,1.395637987e-08
-5205078.125,1.364949933e-08
-5200195.312,1.352166271e-08
-5195312.5,1.389075681e-08
-5190429.688,1.409456219e-08
-5185546.875,1.37137065e-08
-5180664.062,1.383276091e-08
-5175781.25,1.384478622e-08
-5170898.438,1.381321558e-08
-5166015.625,1.361800775e-08
-5161132.812,1.382764774e-08
-5156250,1.373098925e-08
-5151367.188,1.404525489e-08
-5146484.375,1.391896881e-08
-5141601.562,1.383940593e-08
-5136718.75,1.401477357e-08
-5131835.938,1.40756343e-08
-5126953.125,1.40631636e-08
-5122070.312,1.394394006e-08
-5117187.5,1.378063277e-08
-5112304.688,1.379779876e-08
-5107421.875,1.362403468e-08
-5102539.062,1.426952958e-08
-5097656.25,1.429806639e-08
-5092773.438,1.416662516e-08
-5087890.625,1.405424818e-08
-5083007.812,1.400497054e-08
-5078125,1.40174282e-08
-5073242.188,1.395837319e-08
-5068359.375,1.400548263e-08
-5063476.562,1.418411053e-08
-5058593.75,1.429540137e-08
-5053710.938,1.404596174e-08
-5048828.125,1.356304183e-08
-5043945.312,1.363693921e-08
-5039062.5,1.378919559e-08
-5034179.688,1.419500747e-08
-5029296.875,1.389297472e-08
-5024414.062,1.36833221e-08
-5019531.25,1.369993088e-08
-5014648.438,1.405110479e-08
-5009765.625,1.407371662e-08
-5004882.812,1.404814445e-08
-5000000,1.426219019e-08
-4995117.188,1.408430013e-08
-4990234.375,1.391604729e-08
-4985351.562,1.38368827e-08
-4980468.75,1.390244295e-08
-4975585.938,1.382292776e-08
-4970703.125,1.39254401e-08
-4965820.312,1.427119394e-08
-4960937.5,1.410347738e-08
-4956054.688,1.395785123e-08
-4951171.875,1.399298205e-08
-4946289.062,1.387439214e-08
-4941406.25,1.397689378e-08
-4936523.438,1.407313861e-08
-4931640.625,1.386852861e-08
-4926757.812,1.378642006e-08
-4921875,1.384052484e-08
-4916992.188,1.362519792e-08
-4912109.375,1.353906479e-08
-4907226.562,1.374992032e-08
-4902343.75,1.413273787e-08
-4897460.938,1.40037663e-08
-4892578.125,1.42104132e-08
-4887695.312,1.413041078e-08
-4882812.5,1.402095692e-08
-4877929.688,1.393349835e-08
-4873046.875,1.390169183e-08
-4868164.062,1.400288543e-08
-4863281.25,1.39150173e-08
-4858398.438,1.383180496e-08
-4853515.625,1.37529618e-08
-4848632.812,1.408633434e-08
-4843750,1.402015041e-08
-4838867.188,1.390058514e-08
-4833984.375,1.412058072e-08
-4829101.562,1.440933669e-08
-4824218.75,1.420273063e-08
-4819335.938,1.407010362e-08
-4814453.125,1.414348568e-08
-4809570.312,1.426077761e-08
-4804687.5,1.437395555e-08
-4799804.688,1.405301673e-08
-4794921.875,1.367165568e-08
-4790039.062,1.386897688e-08
-4785156.25,1.406049541e-08
-4780273.438,1.416413211e-08
-4775390.625,1.421698345e-08
-4770507.812,1.400708226e-08
-4765625,1.387236965e-08
-4760742.188,1.384420391e-08
-4755859.375,1.395200074e-08
-4750976.562,1.404613818e-08
-4746093.75,1.398389503e-08
-4741210.938,1.419435672e-08
-4736328.125,1.415958562e-08
-4731445.312,1.400078563e-08
-4726562.5,1.372995512e-08
-4721679.688,1.390904179e-08
-4716796.875,1.42712186e-08
-4711914.062,1.451668757e-08
-4707031.25,1.455879759e-08
-4702148.438,1.420463879e-08
-4697265.625,1.416760167e-08
-4692382.812,1.397971008e-08
-4687500,1.395575431e-08
-4682617.188,1.369231679e-08
-4677734.375,1.396948147e-08
-4672851.562,1.426052072e-08
-4667968.75,1.393748383e-08
-4663085.938,1.408489209e-08
-4658203.125,1.397483438e-08
-4653320.312,1.383226265e-08
-4648437.5,1.417946036e-08
-4643554.688,1.401714613e-08
-4638671.875,1.420763719e-08
-4633789.062,1.392409291e-08
-4628906.25,1.3974746e-08
-4624023.438,1.395420932e-08
-4619140.625,1.405763981e-08
-4614257.812,1.454504847e-08
-4609375,1.40561415e-08
-4604492.188,1.401973713e-08
-4599609.375,1.402340041e-08
-4594726.562,1.37962787e-08
-4589843.75,1.373098837e-08
-4584960.938,1.404652266e-08
-4580078.125,1.397309422e-08
-4575195.312,1.394802297e-08
-4570312.5,1.402748585e-08
-4565429.688,1.428533921e-08
-4560546.875,1.402821326e-08
-4555664.062,1.400069239e-08
-4550781.25,1.422822706e-08
-4545898.438,1.439293682e-08
-4541015.625,1.450657434e-08
-4536132.812,1.399125658e-08
-4531250,1.387594181e-08
-4526367.188,1.409260503e-08
-4521484.375,1.43235692e-08
-4516601.562,1.45607017e-08
-4511718.75,1.429489052e-08
-4506835.938,1.440161916e-08
-4501953.125,1.409252831e-08
-4497070.312,1.363005266e-08
-4492187.5,1.386526313e-08
-4487304.688,1.400189883e-08
-4482421.875,1.429744559e-08
-4477539.062,1.447032357e-08
-4472656.25,1.419864e-08
-4467773.438,1.388865344e-08
-4462890.625,1.404474565e-08
-4458007.812,1.444775616e-08
-4453125,1.441344483e-08
-4448242.188,1.43588797e-08
-4443359.375,1.415357399e-08
-4438476.562,1.414351722e-08
-4433593.75,1.390230298e-08
-4428710.938,1.403578522e-08
-4423828.125,1.436212295e-08
-4418945.312,1.402789566e-08
-4414062.5,1.418333169e-08
-4409179.688,1.45605819e-08
-4404296.875,1.400783702e-08
-4399414.062,1.391793845e-08
-4394531.25,1.426401204e-08
-4389648.438,1.433817332e-08
-4384765.625,1.429082622e-08
-4379882.812,1.408973319e-08
-4375000,1.418406107e-08
-4370117.188,1.401465474e-08
-4365234.375,1.400538294e-08
-4360351.562,1.40616232e-08
-4355468.75,1.416055848e-08
-4350585.938,1.437306674e-08
-4345703.125,1.425206273e-08
-4340820.312,1.412130815e-08
-4335937.5,1.427328648e-08
-4331054.688,1.39308166e-08
-4326171.875,1.412918334e-08
-4321289.062,1.421203493e-08
-4316406.25,1.438702887e-08
-4311523.438,1.434665827e-08
-4306640.625,1.405459664e-08
-4301757.812,1.44116969e-08
-4296875,1.441904568e-08
-4291992.188,1.419959761e-08
-4287109.375,1.431881748e-08
-4282226.562,1.420622556e-08
-4277343.75,1.400126016e-08
-4272460.938,1.425559931e-08
-4267578.125,1.410461582e-08
-4262695.312,1.399583774e-08
-4257812.5,1.403084692e-08
-4252929.688,1.405147781e-08
-4248046.875,1.409178772e-08
-4243164.062,1.426168667e-08
-4238281.25,1.415429877e-08
-4233398.438,1.395920022e-08
-4228515.625,1.443941553e-08
-4223632.812,1.45952598e-08
-4218750,1.426775807e-08
-4213867.188,1.413562256e-08
-4208984.375,1.436999539e-08
-4204101.562,1.414549749e-08
-4199218.75,1.402614524e-08
-4194335.938,1.418307505e-08
-4189453.125,1.428004854e-08
-4184570.312,1.42853012e-08
-4179687.5,1.424346093e-08
-4174804.688,1.399549675e-08
-4169921.875,1.402196836e-08
-4165039.062,1.429048502e-08
-4160156.25,1.418441364e-08
-4155273.438,1.393862733e-08
-4150390.625,1.433211018e-08
-4145507.812,1.437952783e-08
-4140625,1.451457779e-08
-4135742.188,1.406061758e-08
-4130859.375,1.448705154e-08
-4125976.562,1.480673543e-08
-4121093.75,1.476531259e-08
-4116210.938,1.450857729e-08
-4111328.125,1.455305436e-08
-4106445.312,1.436857214e-08
-4101562.5,1.459604268e-08
-4096679.688,1.441833434e-08
-4091796.875,1.43115405e-08
-4086914.062,1.423724901e-08
-4082031.25,1.421223684e-08
-4077148.438,1.408597562e-08
-4072265.625,1.4354659e-08
-4067382.812,1.402025537e-08
-4062500,1.413962835e-08
-4057617.188,1.427895129e-08
-4052734.375,1.422592853e-08
-4047851.562,1.411423913e-08
-4042968.75,1.435328806e-08
-4038085.938,1.416235513e-08
-4033203.125,1.481587033e-08
-4028320.312,1.449962252e-08
-4023437.5,1.458313553e-08
-4018554.688,1.429431231e-08
-4013671.875,1.445794273e-08
-4008789.062,1.451652386e-08
-4003906.25,1.4750869e-08
-3999023.438,1.535372383e-08
-3994140.625,1.483676382e-08
-3989257.812,1.442920938e-08
-3984375,1.478372038e-08
-3979492.188,1.462059143e-08
-3974609.375,1.461693287e-08
-3969726.562,1.433282745e-08
-3964843.75,1.424797743e-08
-3959960.938,1.422063214e-08
-3955078.125,1.416901819e-08
-3950195.312,1.439462663e-08
-3945312.5,1.439645575e-08
-3940429.688,1.437470913e-08
-3935546.875,1.458980159e-08
-3930664.062,1.418249056e-08
-3925781.25,1.427572619e-08
-3920898.438,1.423293759e-08
-3916015.625,1.432972052e-08
-3911132.812,1.406984736e-08
-3906250,1.398594588e-08
-3901367.188,1.408149773e-08
-3896484.375,1.429078308e-08
-3891601.562,1.446414488e-08
-3886718.75,1.424876784e-08
-3881835.938,1.431061057e-08
-3876953.125,1.467323826e-08
-3872070.312,1.500270308e-08
-3867187.5,1.609619601e-08
-3862304.688,1.937541955e-08
-3857421.875,2.375298833e-08
-3852539.062,2.358409267e-08
-3847656.25,1.922205727e-08
-3842773.438,1.583924045e-08
-3837890.625,1.488615116e-08
-3833007.812,1.425380753e-08
-3828125,1.404423182e-08
-3823242.188,1.448613911e-08
-3818359.375,1.461891265e-08
-3813476.562,1.47552197e-08
-3808593.75,1.437907368e-08
-3803710.938,1.441117293e-08
-3798828.125,1.433256725e-08
-3793945.312,1.451405334e-08
-3789062.5,1.460490665e-08
-3784179.688,1.421918095e-08
-3779296.875,1.433414982e-08
-3774414.062,1.48901323e-08
-3769531.25,1.468090608e-08
-3764648.438,1.448027751e-08
-3759765.625,1.434193329e-08
-3754882.812,1.44948413e-08
-3750000,1.468906902e-08
-3745117.188,1.467694461e-08
-3740234.375,1.456747729e-08
-3735351.562,1.441908549e-08
-3730468.75,1.459551768e-08
-3725585.938,1.454836927e-08
-3720703.125,1.461430124e-08
-3715820.312,1.448186634e-08
-3710937.5,1.447003249e-08
-3706054.688,1.48274747e-08
-3701171.875,1.511055012e-08
-3696289.062,1.477861805e-08
-3691406.25,1.468287375e-08
-3686523.438,1.499095983e-08
-3681640.625,1.478735363e-08
-3676757.812,1.48060943e-08
-3671875,1.475132156e-08
-3666992.188,1.492573853e-08
-3662109.375,1.495085106e-08
-3657226.562,1.49498698e-08
-3652343.75,1.4608707e-08
-3647460.938,1.496511618e-08
-3642578.125,1.490637845e-08
-3637695.312,1.491601473e-08
-3632812.5,1.479970099e-08
-3627929.688,1.447977796e-08
-3623046.875,1.459096133e-08
-3618164.062,1.447129175e-08
-3613281.25,1.466586142e-08
-3608398.438,1.426481684e-08
-3603515.625,1.433924736e-08
-3598632.812,1.419795054e-08
-3593750,1.433843516e-08
-3588867.188,1.460977873e-08
-3583984.375,1.436597838e-08
-3579101.562,1.428315521e-08
-3574218.75,1.43990773e-08
-3569335.938,1.453995467e-08
-3564453.125,1.414948677e-08
-3559570.312,1.445236675e-08
-3554687.5,1.488980748e-08
-3549804.688,1.459669661e-08
-3544921.875,1.46540361e-08
-3540039.062,1.475805666e-08
-3535156.25,1.466254537e-08
-3530273.438,1.447076903e-08
-3525390.625,1.470696889e-08
-3520507.812,1.472540443e-08
-3515625,1.432767036e-08
-3510742.188,1.443109857e-08
-3505859.375,1.423612536e-08
-3500976.562,1.471000328e-08
-3496093.75,1.467114378e-08
-3491210.938,1.461589434e-08
-3486328.125,1.466563566e-08
-3481445.312,1.462358632e-08
-3476562.5,1.432156506e-08
-3471679.688,1.439230529e-08
-3466796.875,1.463426648e-08
-3461914.062,1.438453595e-08
-3457031.25,1.452444753e-08
-3452148.438,1.467253805e-08
-3447265.625,1.474196905e-08
-3442382.812,1.477287109e-08
-3437500,1.428506028e-08
-3432617.188,1.437294834e-08
-3427734.375,1.444905978e-08
-3422851.562,1.45397955e-08
-3417968.75,1.464875266e-08
-3413085.938,1.465227334e-08
-3408203.125,1.46461148e-08
-3403320.312,1.485827588e-08
-3398437.5,1.488643637e-08
-3393554.688,1.46959698e-08
-3388671.875,1.46961811e-08
-3383789.062,1.475128479e-08
-3378906.25,1.424533177e-08
-3374023.438,1.445209226e-08
-3369140.625,1.436559867e-08
-3364257.812,1.426415e-08
-3359375,1.430118266e-08
-3354492.188,1.445193554e-08
-3349609.375,1.472679808e-08
-3344726.562,1.47652663e-08
-3339843.75,1.488651896e-08
-3334960.938,1.482651967e-08
-3330078.125,1.48492419e-08
-3325195.312,1.525595463e-08
-3320312.5,1.496242113e-08
-3315429.688,1.452211768e-08
-3310546.875,1.426989207e-08
-3305664.062,1.456296802e-08
-3300781.25,1.465228967e-08
-3295898.438,1.458783905e-08
-3291015.625,1.480333568e-08
-3286132.812,1.467803786e-08
-3281250,1.460673343e-08
-3276367.188,1.440806365e-08
-3271484.375,1.441589219e-08
-3266601.562,1.467150107e-08
-3261718.75,1.495563525e-08
-3256835.938,1.503040981e-08
-3251953.125,1.501057862e-08
-3247070.312,1.482077648e-08
-3242187.5,1.465633982e-08
-3237304.688,1.458330823e-08
-3232421.875,1.461946526e-08
-3227539.062,1.493348885e-08
-3222656.25,1.477798072e-08
-3217773.438,1.456874633e-08
-3212890.625,1.461315517e-08
-3208007.812,1.468236269e-08
-3203125,1.464749709e-08
-3198242.188,1.475013234e-08
-3193359.375,1.489981246e-08
-3188476.562,1.453465775e-08
-3183593.75,1.420909844e-08
-3178710.938,1.46994863e-08
-3173828.125,1.459608388e-08
-3168945.312,1.480286358e-08
-3164062.5,1.462536569e-08
-3159179.688,1.460817819e-08
-3154296.875,1.457516998e-08
-3149414.062,1.472167621e-08
-3144531.25,1.468311846e-08
-3139648.438,1.447049078e-08
-3134765.625,1.425231822e-08
-3129882.812,1.436178529e-08
-3125000,1.465350543e-08
-3120117.188,1.493561198e-08
-3115234.375,1.493690779e-08
-3110351.562,1.464770236e-08
-3105468.75,1.472633452e-08
-3100585.938,1.482976734e-08
-3095703.125,1.46692167e-08
-3090820.312,1.456497129e-08
-3085937.5,1.478597323e-08
-3081054.688,1.465950358e-08
-3076171.875,1.48687088e-08
-3071289.062,1.466728786e-08
-3066406.25,1.476529241e-08
-3061523.438,1.487481477e-08
-3056640.625,1.463286054e-08
-3051757.812,1.466389087e-08
-3046875,1.481631314e-08
-3041992.188,1.4871458e-08
-3037109.375,1.474598541e-08
-3032226.562,1.46543614e-08
-3027343.75,1.470169496e-08
-3022460.938,1.472365174e-08
-3017578.125,1.477123826e-08
-3012695.312,1.445591203e-08
-3007812.5,1.455212652e-08
-3002929.688,1.531379839e-08
-2998046.875,1.527826703e-08
-2993164.062,1.470669972e-08
-2988281.25,1.523435448e-08
-2983398.438,1.518364747e-08
-2978515.625,1.464249286e-08
-2973632.812,1.470546093e-08
-2968750,1.4966461e-08
-2963867.188,1.485077946e-08
-2958984.375,1.491517429e-08
-2954101.562,1.484154129e-08
-2949218.75,1.468347957e-08
-2944335.938,1.446441682e-08
-2939453.125,1.470572471e-08
-2934570.312,1.499203875e-08
-2929687.5,1.49920087e-08
-2924804.688,1.48675316e-08
-2919921.875,1.476965532e-08
-2915039.062,1.468623475e-08
-2910156.25,1.446159506e-08
-2905273.438,1.480291053e-08
-2900390.625,1.52081683e-08
-2895507.812,1.501048272e-08
-2890625,1.474066051e-08
-2885742.188,1.479309614e-08
-2880859.375,1.477815004e-08
-2875976.562,1.505429747e-08
-2871093.75,1.515268254e-08
-2866210.938,1.49986797e-08
-2861328.125,1.475008303e-08
-2856445.312,1.467859624e-08
-2851562.5,1.443197529e-08
-2846679.688,1.426683938e-08
-2841796.875,1.448467629e-08
-2836914.062,1.463813444e-08
-2832031.25,1.490549707e-08
-2827148.438,1.505115478e-08
-2822265.625,1.462579511e-08
-2817382.812,1.509104063e-08
-2812500,1.512893739e-08
-2807617.188,1.500689369e-08
-2802734.375,1.484232769e-08
-2797851.562,1.479451347e-08
-2792968.75,1.479682973e-08
-2788085.938,1.471169343e-08
-2783203.125,1.461644618e-08
-2778320.312,1.468350793e-08
-2773437.5,1.52667158e-08
-2768554.688,1.513694463e-08
-2763671.875,1.484650533e-08
-2758789.062,1.471053739e-08
-2753906.25,1.478783133e-08
-2749023.438,1.500262986e-08
-2744140.625,1.490414179e-08
-2739257.812,1.480121851e-08
-2734375,1.491475857e-08
-2729492.188,1.477110974e-08
-2724609.375,1.479653413e-08
-2719726.562,1.500461808e-08
-2714843.75,1.47895023e-08
-2709960.938,1.512808324e-08
-2705078.125,1.515061729e-08
-2700195.312,1.49367908e-08
-2695312.5,1.462748588e-08
-2690429.688,1.486802454e-08
-2685546.875,1.512051291e-08
-2680664.062,1.508290933e-08
-2675781.25,1.536830127e-08
-2670898.438,1.5411907e-08
-2666015.625,1.530108526e-08
-2661132.812,1.491704272e-08
-2656250,1.474040125e-08
-2651367.188,1.485844653e-08
-2646484.375,1.487438089e-08
-2641601.562,1.484832046e-08
-2636718.75,1.468065459e-08
-2631835.938,1.484717147e-08
-2626953.125,1.502299786e-08
-2622070.312,1.492133134e-08
-2617187.5,1.483096545e-08
-2612304.688,1.508244107e-08
-2607421.875,1.531423736e-08
-2602539.062,1.535313329e-08
-2597656.25,1.498985674e-08
-2592773.438,1.510273429e-08
-2587890.625,1.549591128e-08
-2583007.812,1.540138068e-08
-2578125,1.548661013e-08
-2573242.188,1.520551051e-08
-2568359.375,1.502688599e-08
-2563476.562,1.51203675e-08
-2558593.75,1.49409432e-08
-2553710.938,1.509209945e-08
-2548828.125,1.499970209e-08
-2543945.312,1.532007158e-08
-2539062.5,1.510373757e-08
-2534179.688,1.470303443e-08
-2529296.875,1.510863914e-08
-2524414.062,1.534119487e-08
-2519531.25,1.541537747e-08
-2514648.438,1.51866114e-08
-2509765.625,1.504813642e-08
-2504882.812,1.451547965e-08
-2500000,1.508557342e-08
-2495117.188,1.513482246e-08
-2490234.375,1.523940722e-08
-2485351.562,1.530821133e-08
-2480468.75,1.548508415e-08
-2475585.938,1.530752225e-08
-2470703.125,1.53558472e-08
-2465820.312,1.495567174e-08
-2460937.5,1.529499324e-08
-2456054.688,1.502253797e-08
-2451171.875,1.524498829e-08
-2446289.062,1.531659015e-08
-2441406.25,1.535428017e-08
-2436523.438,1.531086887e-08
-2431640.625,1.552428242e-08
-2426757.812,1.543210818e-08
-2421875,1.523053276e-08
-2416992.188,1.56728695e-08
-2412109.375,1.546850726e-08
-2407226.562,1.524054477e-08
-2402343.75,1.515807033e-08
-2397460.938,1.524143108e-08
-2392578.125,1.535227927e-08
-2387695.312,1.541019784e-08
-2382812.5,1.50551625e-08
-2377929.688,1.536132998e-08
-2373046.875,1.573744417e-08
-2368164.062,1.568079085e-08
-2363281.25,1.561893635e-08
-2358398.438,1.606852249e-08
-2353515.625,1.647829778e-08
-2348632.812,1.625491507e-08
-2343750,1.69150825e-08
-2338867.188,1.848956599e-08
-2333984.375,1.927734263e-08
-2329101.562,1.97251253e-08
-2324218.75,2.013740997e-08
-2319335.938,2.117903328e-08
-2314453.125,2.399787948e-08
-2309570.312,2.756995575e-08
-2304687.5,2.985309154e-08
-2299804.688,3.031667874e-08
-2294921.875,3.030770795e-08
-2290039.062,3.076971828e-08
-2285156.25,3.230399845e-08
-2280273.438,3.136164239e-08
-2275390.625,2.806502363e-08
-2270507.812,2.340236498e-08
-2265625,1.953986169e-08
-2260742.188,1.828783041e-08
-2255859.375,1.815259906e-08
-2250976.562,1.816523193e-08
-2246093.75,1.790232098e-08
-2241210.938,1.787409388e-08
-2236328.125,1.732517284e-08
-2231445.312,1.692072291e-08
-2226562.5,1.651869122e-08
-2221679.688,1.652935193e-08
-2216796.875,1.638767636e-08
-2211914.062,1.61804393e-08
-2207031.25,1.59009726e-08
-2202148.438,1.562179073e-08
-2197265.625,1.577469222e-08
-2192382.812,1.573635612e-08
-2187500,1.532567126e-08
-2182617.188,1.519108208e-08
-2177734.375,1.571169483e-08
-2172851.562,1.579780425e-08
-2167968.75,1.570764465e-08
-2163085.938,1.534195393e-08
-2158203.125,1.556073987e-08
-2153320.312,1.559291488e-08
-2148437.5,1.539481867e-08
-2143554.688,1.535708666e-08
-2138671.875,1.566446937e-08
-2133789.062,1.61796044e-08
-2128906.25,1.626166992e-08
-2124023.438,1.603253655e-08
-2119140.625,1.563224964e-08
-2114257.812,1.552326511e-08
-2109375,1.556124388e-08
-2104492.188,1.581204811e-08
-2099609.375,1.576267381e-08
-2094726.562,1.554673381e-08
-2089843.75,1.546249539e-08
-2084960.938,1.552078838e-08
-2080078.125,1.559668014e-08
-2075195.312,1.573577934e-08
-2070312.5,1.550225969e-08
-2065429.688,1.556458382e-08
-2060546.875,1.593236234e-08
-2055664.062,1.559571029e-08
-2050781.25,1.520325012e-08
-2045898.438,1.571393983e-08
-2041015.625,1.591202638e-08
-2036132.812,1.621990292e-08
-2031250,1.620138622e-08
-2026367.188,1.5977506e-08
-2021484.375,1.582252675e-08
-2016601.562,1.575897394e-08
-2011718.75,1.573980007e-08
-2006835.938,1.635141196e-08
-2001953.125,1.931764989e-08
-1997070.312,1.860144615e-08
-1992187.5,1.599809144e-08
-1987304.688,1.601467725e-08
-1982421.875,1.590053988e-08
-1977539.062,1.588960016e-08
-1972656.25,1.528786882e-08
-1967773.438,1.571107222e-08
-1962890.625,1.595338823e-08
-1958007.812,1.58328344e-08
-1953125,1.593629427e-08
-1948242.188,1.596754879e-08
-1943359.375,1.582754236e-08
-1938476.562,1.601901055e-08
-1933593.75,1.620893474e-08
-1928710.938,1.585832974e-08
-1923828.125,1.590820747e-08
-1918945.312,1.600389871e-08
-1914062.5,1.576414896e-08
-1909179.688,1.626370874e-08
-1904296.875,1.686013499e-08
-1899414.062,1.603004619e-08
-1894531.25,1.591003557e-08
-1889648.438,1.588633177e-08
-1884765.625,1.595266531e-08
-1879882.812,1.610640874e-08
-1875000,1.602521564e-08
-1870117.188,1.585016921e-08
-1865234.375,1.608442383e-08
-1860351.562,1.601616529e-08
-1855468.75,1.602665087e-08
-1850585.938,1.560876444e-08
-1845703.125,1.582774966e-08
-1840820.312,1.594695138e-08
-1835937.5,1.597388135e-08
-1831054.688,1.588208412e-08
-1826171.875,1.589503098e-08
-1821289.062,1.60748388e-08
-1816406.25,1.660051722e-08
-1811523.438,1.764002849e-08
-1806640.625,1.826660663e-08
-1801757.812,1.718350866e-08
-1796875,1.645338677e-08
-1791992.188,1.640917059e-08
-1787109.375,1.625318682e-08
-1782226.562,1.605101066e-08
-1777343.75,1.6253932e-08
-1772460.938,1.638700147e-08
-1767578.125,1.627384194e-08
-1762695.312,1.57567069e-08
-1757812.5,1.573549738e-08
-1752929.688,1.613394344e-08
-1748046.875,1.606181903e-08
-1743164.062,1.618315469e-08
-1738281.25,1.623914573e-08
-1733398.438,1.630161981e-08
-1728515.625,1.683726172e-08
-1723632.812,1.780176862e-08
-1718750,2.074781691e-08
-1713867.188,3.107228516e-08
-1708984.375,3.983270573e-08
-1704101.562,4.949798145e-08
-1699218.75,5.021005575e-08
-1694335.938,4.196590775e-08
-1689453.125,3.079014003e-08
-1684570.312,2.360214506e-08
-1679687.5,2.229376935e-08
-1674804.688,2.534513048e-08
-1669921.875,2.545395553e-08
-1665039.062,2.275261327e-08
-1660156.25,2.030151657e-08
-1655273.438,1.964926944e-08
-1650390.625,1.914523479e-08
-1645507.812,1.887207669e-08
-1640625,1.894978764e-08
-1635742.188,1.902558361e-08
-1630859.375,1.940785781e-08
-1625976.562,2.223381625e-08
-1621093.75,3.006268089e-08
-1616210.938,4.569583444e-08
-1611328.125,3.709769596e-08
-1606445.312,2.697570056e-08
-1601562.5,1.953934603e-08
-1596679.688,1.804682583e-08
-1591796.875,1.787606477e-08
-1586914.062,1.774833621e-08
-1582031.25,1.793229608e-08
-1577148.438,1.85640548e-08
-1572265.625,1.798874739e-08
-1567382.812,1.738989587e-08
-1562500,1.646173503e-08
-1557617.188,1.620648538e-08
-1552734.375,1.638664428e-08
-1547851.562,1.635301678e-08
-1542968.75,1.620464701e-08
-1538085.938,1.60399324e-08
-1533203.125,1.633200975e-08
-1528320.312,1.617842731e-08
-1523437.5,1.635214018e-08
-1518554.688,1.682820054e-08
-1513671.875,1.666243772e-08
-1508789.062,1.642869869e-08
-1503906.25,1.642963169e-08
-1499023.438,1.645971985e-08
-1494140.625,1.644506895e-08
