Frequency_Hz,PSD
90286621.09,3.757204186e-07
90290039.06,4.226194653e-07
90293457.03,4.528778303e-07
90296875,5.121876692e-07
90300292.97,5.806884958e-07
90303710.94,6.290455538e-07
90307128.91,7.084928088e-07
90310546.88,7.648391392e-07
90313964.84,8.441513572e-07
90317382.81,9.093698923e-07
90320800.78,9.894396602e-07
90324218.75,1.059915323e-06
90327636.72,1.092721509e-06
90331054.69,1.179066111e-06
90334472.66,1.248002907e-06
90337890.62,1.227840346e-06
90341308.59,1.261069213e-06
90344726.56,1.345046659e-06
90348144.53,1.462244931e-06
90351562.5,1.543153592e-06
90354980.47,1.632778329e-06
90358398.44,1.667962394e-06
90361816.41,1.738709152e-06
90365234.38,1.793174046e-06
90368652.34,1.918505528e-06
90372070.31,1.953123675e-06
90375488.28,2.045053574e-06
90378906.25,2.143732971e-06
90382324.22,2.133162048e-06
90385742.19,2.137791979e-06
90389160.16,2.005107351e-06
90392578.12,1.815371856e-06
90395996.09,1.742316012e-06
90399414.06,1.678169325e-06
90402832.03,1.562783245e-06
90406250,1.546891459e-06
90409667.97,1.477005531e-06
90413085.94,1.388305293e-06
90416503.91,1.225753557e-06
90419921.88,1.097981169e-06
90423339.84,1.024813533e-06
90426757.81,9.628835975e-07
90430175.78,9.096302905e-07
90433593.75,8.597277584e-07
90437011.72,8.696147694e-07
90440429.69,8.731201436e-07
90443847.66,8.450006821e-07
90447265.62,8.189253041e-07
90450683.59,7.708580776e-07
90454101.56,6.98594108e-07
90457519.53,6.967095803e-07
90460937.5,6.509892178e-07
90464355.47,5.839419052e-07
90467773.44,5.473152908e-07
90471191.41,4.970146074e-07
90474609.38,4.642101193e-07
90478027.34,4.354636809e-07
90481445.31,4.032750014e-07
90484863.28,3.756726028e-07
90488281.25,3.64497275e-07
90491699.22,3.294108603e-07
90495117.19,2.938820189e-07
90498535.16,2.524605546e-07
90501953.12,2.094712374e-07
90505371.09,1.592250129e-07
90508789.06,1.254138834e-07
90512207.03,1.032658366e-07
90515625,8.59844489e-08
90519042.97,7.489240737e-08
90522460.94,6.814853823e-08
90525878.91,6.195002315e-08
90529296.88,5.471475606e-08
90532714.84,5.007588993e-08
90536132.81,4.57511533e-08
90539550.78,4.321005371e-08
90542968.75,4.080442539e-08
90546386.72,4.030273408e-08
90549804.69,3.904799328e-08
90553222.66,3.729994171e-08
90556640.62,3.531886801e-08
90560058.59,3.608367854e-08
90563476.56,3.64228284e-08
90566894.53,3.533355378e-08
90570312.5,3.487561032e-08
90573730.47,3.422665813e-08
90577148.44,3.602392273e-08
90580566.41,3.407337292e-08
90583984.38,3.21156845e-08
90587402.34,3.196671234e-08
90590820.31,3.296449904e-08
90594238.28,3.30620586e-08
90597656.25,3.202885531e-08
90601074.22,3.283046431e-08
90604492.19,3.264975963e-08
90607910.16,3.259842496e-08
90611328.12,3.244366367e-08
90614746.09,3.19140343e-08
90618164.06,3.291900311e-08
90621582.03,3.313166189e-08
90625000,3.28130092e-08
90628417.97,3.269436258e-08
90631835.94,3.399615029e-08
90635253.91,3.472323239e-08
90638671.88,3.237864225e-08
90642089.84,3.107023615e-08
90645507.81,3.171580919e-08
90648925.78,3.242154278e-08
90652343.75,3.220925873e-08
90655761.72,3.221737529e-08
90659179.69,3.274815972e-08
90662597.66,3.26388533e-08
90666015.62,3.221870305e-08
90669433.59,3.220730302e-08
90672851.56,3.256799511e-08
90676269.53,3.336747722e-08
90679687.5,3.270392628e-08
90683105.47,3.278587022e-08
90686523.44,3.47836368e-08
90689941.41,3.505856824e-08
90693359.38,3.390756091e-08
90696777.34,3.307293565e-08
90700195.31,3.201642004e-08
90703613.28,3.183910333e-08
90707031.25,3.207368718e-08
90710449.22,3.174397154e-08
90713867.19,3.230675699e-08
90717285.16,3.243608084e-08
90720703.12,3.231088741e-08
90724121.09,3.206537338e-08
90727539.06,3.1952361e-08
90730957.03,3.249936214e-08
90734375,3.339059986e-08
90737792.97,3.33073513e-08
90741210.94,3.276417144e-08
90744628.91,3.470303522e-08
90748046.88,3.529890168e-08
90751464.84,3.34175352e-08
90754882.81,3.36167663e-08
90758300.78,3.377697646e-08
90761718.75,3.293361934e-08
90765136.72,3.423292594e-08
90768554.69,3.42763066e-08
90771972.66,3.294449343e-08
90775390.62,3.220561379e-08
90778808.59,3.333901448e-08
90782226.56,3.299251877e-08
90785644.53,3.298149676e-08
90789062.5,3.269613286e-08
90792480.47,3.289186998e-08
90795898.44,3.318813067e-08
90799316.41,3.454393131e-08
90802734.38,3.583697505e-08
90806152.34,3.446563402e-08
90809570.31,3.220946873e-08
90812988.28,3.212359782e-08
90816406.25,3.19143846e-08
90819824.22,3.277664245e-08
90823242.19,3.320139021e-08
90826660.16,3.25058537e-08
90830078.12,3.307157336e-08
90833496.09,3.358738724e-08
90836914.06,3.279610538e-08
90840332.03,3.119424462e-08
90843750,3.18019759e-08
90847167.97,3.237416374e-08
90850585.94,3.222041031e-08
90854003.91,3.406629857e-08
90857421.88,3.552099385e-08
90860839.84,3.453435495e-08
90864257.81,3.281577325e-08
90867675.78,3.244196631e-08
90871093.75,3.301289689e-08
90874511.72,3.244889097e-08
90877929.69,3.165394415e-08
90881347.66,3.241058498e-08
90884765.62,3.302590491e-08
90888183.59,3.254944738e-08
90891601.56,3.248754522e-08
90895019.53,3.189394063e-08
90898437.5,3.172217379e-08
90901855.47,3.201875809e-08
90905273.44,3.223243355e-08
90908691.41,3.311308762e-08
90912109.38,3.639060624e-08
90915527.34,3.519391003e-08
90918945.31,3.310682788e-08
90922363.28,3.303154814e-08
90925781.25,3.310129645e-08
90929199.22,3.206507839e-08
90932617.19,3.188226322e-08
90936035.16,3.20971913e-08
90939453.12,3.259504571e-08
90942871.09,3.250974213e-08
90946289.06,3.236512157e-08
90949707.03,3.166521584e-08
90953125,3.172818459e-08
90956542.97,3.136905616e-08
90959960.94,3.27482792e-08
90963378.91,3.253655886e-08
90966796.88,3.441007653e-08
90970214.84,3.537679763e-08
90973632.81,3.428024686e-08
90977050.78,3.315665031e-08
90980468.75,3.27427771e-08
90983886.72,3.260540782e-08
90987304.69,3.220883097e-08
90990722.66,3.183593565e-08
90994140.62,3.185902766e-08
90997558.59,3.116124022e-08
91000976.56,3.078192667e-08
91004394.53,3.20924765e-08
91007812.5,3.168779928e-08
91011230.47,3.127157703e-08
91014648.44,3.190089614e-08
91018066.41,3.253288369e-08
91021484.38,3.832665382e-08
91024902.34,1.002764179e-07
91028320.31,6.084943314e-08
91031738.28,3.375757637e-08
91035156.25,3.335895474e-08
91038574.22,3.277777789e-08
91041992.19,3.240092237e-08
91045410.16,3.300417796e-08
91048828.12,3.36273715e-08
91052246.09,3.238378602e-08
91055664.06,3.149670871e-08
91059082.03,3.25211197e-08
91062500,3.27081235e-08
91065917.97,3.225232357e-08
91069335.94,3.305590246e-08
91072753.91,3.3649472e-08
91076171.88,3.332359815e-08
91079589.84,3.3396119e-08
91083007.81,3.453389996e-08
91086425.78,3.254766265e-08
91089843.75,3.254826823e-08
91093261.72,3.284348659e-08
91096679.69,3.160060707e-08
91100097.66,3.158325774e-08
91103515.62,3.247101549e-08
91106933.59,3.233802757e-08
91110351.56,3.202385251e-08
91113769.53,3.23204382e-08
91117187.5,3.307844108e-08
91120605.47,3.306218712e-08
91124023.44,3.251572772e-08
91127441.41,3.248063882e-08
91130859.38,3.246714494e-08
91134277.34,3.457808735e-08
91137695.31,3.445740919e-08
91141113.28,3.27604924e-08
91144531.25,3.169855971e-08
91147949.22,3.235141943e-08
91151367.19,3.20100399e-08
91154785.16,3.163070074e-08
91158203.12,3.285076722e-08
91161621.09,3.281148875e-08
91165039.06,3.136175279e-08
91168457.03,3.248167638e-08
91171875,3.371065324e-08
91175292.97,3.189813995e-08
91178710.94,3.290075042e-08
